OBJECTID_1 *,OID_1,Order,Distance
1163,1528,3,2023.517228
1164,1177,4,4098.245173
1165,1152,4,2656.410792
1166,1386,2,2218.129306
1167,1241,4,3216.609158
1168,1524,4,1389.786737
1169,1510,2,4601.494929
1170,1525,2,4323.07268
1171,1600,2,1491.841171
1172,1681,3,209.527112
1173,1687,2,1786.926832
1174,1256,2,1176.455552
1175,1310,4,684.440372
1176,1571,2,4650.677603
1177,1285,2,313.580532
1178,1188,4,328.833829
1179,1203,2,1482.938769
1180,1547,2,421.815884
1181,1436,2,3301.063859
1182,1557,2,1641.2404
1183,1214,2,2526.184705
1184,1131,4,1459.370241
1185,1513,3,1745.794482
1186,1428,2,4708.461579
1187,1521,2,1144.082195
1188,1276,2,4498.520071
1189,1480,3,4088.339754
1190,1313,3,609.313537
1191,1295,2,3450.332335
1192,1411,2,2233.620793
1193,1309,2,6329.964456
1194,1442,2,4515.819747
1195,1243,3,2442.766982
1196,1342,2,804.453918
1197,1352,3,815.39854
1198,1136,2,2329.176662
1199,1319,2,2824.773212
1200,1580,2,533.239417
1201,1245,2,1089.556713
1202,1371,2,598.588689
1203,1210,2,2953.589947
1204,1503,2,469.741544
1205,1443,7,2080.59987
1206,1660,2,130.86503
1207,1684,2,1513.365577
1208,1234,2,773.26853
1209,1562,2,3203.704208
1210,1162,2,3179.0931
1211,1251,3,1401.101225
1212,1175,2,1832.773586
1213,1253,2,2853.241974
1214,1532,4,420.553323
1215,1408,5,2245.527183
1216,1647,2,1196.339595
1217,1137,2,1895.466737
1218,1350,2,1045.952547
1219,1279,2,3017.405697
1220,1132,3,567.933193
1221,1659,3,1741.08796
1222,1556,3,2640.295306
1223,1290,2,339.720421
1224,1493,2,530.913603
1225,1685,5,2725.141333
1226,1346,2,4259.943321
1227,1402,2,2630.279323
1228,1568,5,976.796932
1229,1301,2,2899.319731
1230,1365,3,3135.156113
1231,1474,3,1864.613408
1232,1472,3,3657.916974
1233,1173,2,3191.935789
1234,1497,2,1078.371463
1235,1430,2,3780.552839
1236,1174,2,192.671433
1237,1566,2,2552.121795
1238,1218,7,1820.619077
1239,1355,7,2728.844121
1240,1180,2,3018.693358
1241,1550,4,2151.261802
1242,1225,3,457.843969
1243,1244,3,1479.910481
1244,1544,2,491.260092
1245,1239,2,1268.352101
1246,1651,3,1591.504476
1247,1259,7,1607.617065
1248,1139,2,1896.740909
1249,1257,2,1406.941827
1250,1160,2,1891.089904
1251,1575,2,1481.904558
1252,1167,7,1336.788422
1253,1466,5,1787.215186
1254,1657,3,5.891999
1255,1374,2,3195.329806
1256,1372,2,4135.509653
1257,1653,2,1896.16734
1258,1467,2,1931.969955
1259,1153,2,5154.723598
1260,1378,2,2900.36773
1261,1542,2,1917.216883
1262,1678,2,577.675907
1263,1423,2,2898.515843
1264,1440,2,857.503919
1265,1563,2,146.236926
1266,1432,3,1414.707341
1267,1231,2,4571.938396
1268,1348,3,4564.641772
1269,1463,2,2357.032985
1270,1468,2,1436.62811
1271,1248,2,491.827424
1272,1613,2,3398.446096
1273,1626,2,4222.545648
1274,1485,2,507.420682
1275,1682,2,44.179715
1276,1165,3,4474.403583
1277,1429,2,648.13349
1278,1539,2,4406.410243
1279,1643,2,2665.116398
1280,1333,2,773.703519
1281,1330,3,2608.736384
1282,1606,3,615.443459
1283,1395,2,1660.697784
1284,1307,2,3270.137688
1285,1336,2,253.453917
1286,1447,2,1301.930485
1287,1584,2,1295.898025
1288,1226,2,5050.03481
1289,1298,2,2174.895092
1290,1486,2,2259.713095
1291,1206,2,1029.223788
1292,1583,4,255.740938
1293,1158,2,858.140218
1294,1676,4,1185.565566
1295,1579,2,1790.572131
1296,1634,2,2128.566151
1297,1502,4,2415.828657
1298,1455,2,4025.359449
1299,1551,3,1605.661103
1300,1338,2,238.641609
1301,1675,2,1959.793894
1302,1324,2,1348.829636
1303,1586,2,5749.806226
1304,1268,2,3359.654604
1305,1599,2,409.785201
1306,1130,4,5315.684651
1307,1625,3,782.188852
1308,1405,3,298.22314
1309,1217,2,2753.880999
1310,1451,2,3412.227939
1311,1549,3,1451.866868
1312,1237,2,833.219343
1313,1228,4,4888.1609
1314,1437,2,3493.767362
1315,1161,3,660.532828
1316,1438,2,1425.033375
1317,1327,3,735.557196
1318,1581,2,3191.669032
1319,1192,4,953.650389
1320,1425,2,1347.022285
1321,1334,4,1183.566158
1322,1526,2,3317.649234
1323,1141,2,1437.79235
1324,1459,2,4701.234653
1325,1364,2,4411.253731
1326,1419,2,1781.156803
1327,1163,2,3221.301259
1328,1200,2,1870.70022
1329,1286,2,1285.239958
1330,1658,2,4854.906976
1331,1465,2,2257.728721
1332,1262,4,470.598845
1333,1607,3,1226.203404
1334,1358,2,2023.387974
1335,1507,3,204.427893
1336,1219,2,1124.994707
1337,1222,4,963.510778
1338,1597,2,912.930356
1339,1293,2,5326.126261
1340,1144,2,2063.017143
1341,1627,4,2361.051413
1342,1648,2,2896.221714
1343,1471,5,2008.023057
1344,1505,2,3592.75941
1345,1326,2,2820.260018
1346,1488,4,835.862929
1347,1511,5,5571.795648
1348,1519,2,3984.468441
1349,1632,2,1689.627649
1350,1414,5,2784.097725
1351,1536,5,5187.967443
1352,1623,3,1862.03346
1353,1384,3,1770.889883
1354,1154,3,2152.683652
1355,1640,2,3562.243432
1356,1671,2,423.119991
1357,1487,3,314.11643
1358,1311,2,2052.342152
1359,1604,5,257.106911
1360,1453,2,2627.635363
1361,1491,2,2038.139589
1362,1573,5,107.244374
1363,1506,3,3074.033063
1364,1304,3,1802.253468
1365,1205,2,4364.389108
1366,1499,2,3796.006457
1367,1171,5,1998.182828
1368,1413,3,2024.039039
1369,1616,2,1047.96023
1370,1157,2,195.728731
1371,1367,4,2933.549783
1372,1656,2,636.909173
1373,1409,2,5327.024251
1374,1464,2,2312.209903
1375,1267,2,369.503416
1376,1280,2,3811.572248
1377,1574,2,116.646784
1378,1142,4,772.763966
1379,1605,2,2883.560756
1380,1416,2,2284.721144
1381,1376,2,1804.821435
1382,1373,2,3598.871545
1383,1278,4,56.919923
1384,1155,2,5041.741748
1385,1164,2,2872.640629
1386,1261,2,1090.168178
1387,1475,2,1651.960935
1388,1531,4,48.445801
1389,1602,2,2778.596293
1390,1382,5,2038.739549
1391,1133,2,2376.538027
1392,1667,2,5458.20643
1393,1664,3,1465.91831
1394,1242,2,2062.51384
1395,1665,3,1551.903714
1396,1353,2,444.318592
1397,1393,2,912.921954
1398,1598,2,3566.538327
1399,1150,2,1524.431856
1400,1198,2,3479.913971
1401,1631,2,193.198601
1402,1294,2,841.181515
1403,1645,2,3497.261621
1404,1213,5,682.021749
1405,1289,2,3857.292665
1406,1639,3,284.35854
1407,1169,2,5170.146895
1408,1344,2,2085.880912
1409,1359,2,3365.110312
1410,1381,2,2318.41111
1411,1320,2,3542.758365
1412,1508,3,2058.283713
1413,1216,2,465.874031
1414,1321,3,1816.859307
1415,1312,2,1499.312978
1416,1422,5,3242.902928
1417,1328,3,71.431093
1418,1252,2,2911.59572
1419,1512,2,1649.809833
1420,1236,2,831.152854
1421,1674,2,2996.603041
1422,1166,2,972.627635
1423,1469,2,73.805105
1424,1673,3,1787.046337
1425,1183,2,2781.546961
1426,1588,2,3077.440969
1427,1275,2,2834.185819
1428,1302,2,1766.140275
1429,1168,3,297.262461
1430,1255,2,4589.776163
1431,1193,2,1286.064969
1432,1287,3,2666.09514
1433,1577,3,3247.739855
1434,1182,2,2785.919537
1435,1441,2,3390.186325
1436,1134,2,3011.578165
1437,1147,2,132.931258
1438,1417,2,5512.360474
1439,1509,2,407.175552
1440,1296,3,1983.116107
1441,1223,2,2012.669864
1442,1315,2,392.922455
1443,1397,2,3030.185914
1444,1567,2,302.047087
1445,1601,2,2117.575531
1446,1375,2,1498.598907
1447,1238,2,812.174377
1448,1187,6,280.14825
1449,1332,3,2513.854889
1450,1230,2,6004.276229
1451,1461,2,808.538548
1452,1444,2,956.910746
1453,1449,2,808.695941
1454,1361,2,1715.879658
1455,1400,2,5985.27621
1456,1224,2,2656.544184
1457,1561,2,389.983111
1458,1548,4,1535.351973
1459,1611,2,5162.487658
1460,1630,2,2992.290935
1461,1517,2,5389.304172
1462,1619,4,4135.689442
1463,1564,2,14.66274
1464,1277,2,2821.351555
1465,1297,3,82.32394
1466,1292,3,1588.192874
1467,1322,2,3443.232218
1468,1303,3,541.372349
1469,1299,2,1350.989288
1470,1410,4,2653.813687
1471,1683,2,469.717003
1472,1543,2,173.135175
1473,1552,4,682.305288
1474,1272,4,690.871628
1475,1149,2,3760.802759
1476,1421,2,1369.449507
1477,1145,2,2682.614038
1478,1644,5,1628.510325
1479,1300,4,291.658427
1480,1362,2,323.092062
1481,1576,2,3786.857094
1482,1594,2,3546.101212
1483,1686,2,1655.2967
1484,1603,2,2885.192096
1485,1589,5,940.22853
1486,1366,5,3454.608892
1487,1621,2,910.16369
1488,1677,2,201.796121
1489,1146,2,1256.73445
1490,1427,2,2785.632109
1491,1196,2,2612.065202
1492,1212,2,1670.017699
1493,1172,4,701.802786
1494,1389,5,1530.916398
1495,1356,5,618.397805
1496,1392,5,1718.089505
1497,1135,2,2961.398065
1498,1595,2,1374.216891
1499,1385,3,4494.926004
1500,1473,2,1755.318996
1501,1156,2,1363.032628
1502,1435,2,77.459307
1503,1662,2,2197.870664
1504,1415,3,1137.840225
1505,1534,3,378.027843
1506,1578,3,2832.152772
1507,1250,3,1886.171911
1508,1140,2,751.390964
1509,1666,4,1088.733256
1510,1379,2,1931.850844
1511,1317,2,577.35688
1512,1538,2,2840.199274
1513,1390,2,1256.828965
1514,1347,2,2022.174328
1515,1522,2,3080.566587
1516,1211,2,3342.13702
1517,1220,2,2134.801526
1518,1387,2,1855.819872
1519,1186,2,1319.501332
1520,1215,2,402.629894
1521,1184,2,1080.899917
1522,1450,2,3170.157042
1523,1258,2,2514.71487
1524,1565,2,2758.841535
1525,1545,3,2346.268442
1526,1636,3,1836.636901
1527,1331,3,1365.069966
1528,1680,3,725.446495
1529,1670,2,1023.089403
1530,1159,2,1374.535867
1531,1530,3,2056.204461
1532,1650,2,3796.617573
1533,1383,2,5994.615722
1534,1178,3,168.168779
1535,1572,2,2150.225581
1536,1560,2,1040.832266
1537,1420,2,694.492986
1538,1128,2,1102.760534
1539,1477,2,6750.617785
1540,1151,2,5959.754359
1541,1306,3,946.598562
1542,1492,2,1061.942121
1543,1541,2,742.265013
1544,1641,2,713.824308
1545,1546,2,1199.346894
1546,1370,3,1232.316457
1547,1668,3,1106.548985
1548,1470,3,2323.387641
1549,1271,2,2915.523602
1550,1445,2,532.139051
1551,1431,3,2472.521779
1552,1190,2,1622.81768
1553,1433,2,5592.126234
1554,1614,2,286.31398
1555,1495,7,2442.509515
1556,1369,2,4346.781712
1557,1281,2,6506.253286
1558,1266,3,2684.976017
1559,1394,2,3721.365534
1560,1340,2,3040.298674
1561,1202,2,1359.478878
1562,1635,2,942.370519
1563,1457,2,1823.027212
1564,1523,2,1721.820888
1565,1633,3,552.056143
1566,1514,3,1325.648948
1567,1291,2,4535.458626
1568,1496,4,5766.619821
1569,1233,2,1723.271914
1570,1458,3,265.624378
1571,1628,4,549.933123
1572,1345,2,632.795324
1573,1194,4,2189.42469
1574,1663,2,3518.638008
1575,1669,2,2566.936418
1576,1642,2,6240.459051
1577,1646,2,3335.799413
1578,1504,5,342.375038
1579,1189,2,257.013322
1580,1501,2,738.16418
1581,1305,2,2453.120644
1582,1590,7,319.257226
1583,1269,5,358.388702
1584,1620,2,2395.070843
1585,1354,4,685.747127
1586,1260,2,3227.858234
1587,1363,5,1497.940087
1588,1308,5,2978.159125
1589,1232,7,417.319908
1590,1368,4,106.761955
1591,1318,3,818.8688
1592,1454,5,2045.567415
1593,1652,2,2110.458717
1594,1490,2,4500.237188
1595,1418,2,4189.417801
1596,1403,3,1389.622934
1597,1176,2,3464.429393
1598,1349,5,36.926257
1599,1638,2,1220.215353
1600,1540,3,5490.542236
1601,1446,4,1457.091703
1602,1500,3,1406.854988
1603,1129,3,1743.788618
1604,1558,3,833.271792
1605,1335,2,465.836078
1606,1396,2,2135.527357
1607,1608,3,1767.787021
1608,1339,2,1856.802425
1609,1555,2,680.875183
1610,1283,3,866.08213
1611,1587,2,4676.588231
1612,1484,2,2818.422249
1613,1316,2,1724.15664
1614,1462,2,3735.440302
1615,1351,2,542.976955
1616,1357,2,413.318144
1617,1434,2,2710.214128
1618,1553,2,2298.354162
1619,1204,2,4425.30619
1620,1637,7,1407.333797
1621,1199,7,1922.460346
1622,1615,2,3323.540155
1623,1407,2,3231.704331
1624,1148,2,5999.025009
1625,1404,2,3609.141648
1626,1209,3,601.489486
1627,1391,2,3966.104676
1628,1270,2,3765.613747
1629,1591,2,659.613317
1630,1516,3,134.680589
1631,1582,4,2261.349655
1632,1170,2,970.889812
1633,1452,2,4092.287472
1634,1143,3,4108.357893
1635,1476,2,2305.891165
1636,1482,2,1607.650579
1637,1448,2,3401.834369
1638,1254,2,1389.000629
1639,1181,3,1520.871987
1640,1498,2,3759.642314
1641,1388,2,4710.955412
1642,1612,2,1306.535974
1643,1439,2,2214.841601
1644,1341,3,1464.622455
1645,1529,2,3815.872529
1646,1343,2,4527.261272
1647,1592,2,737.142869
1648,1201,2,347.485591
1649,1489,2,3735.564319
1650,1424,2,1155.078445
1651,1265,2,811.71316
1652,1235,2,2007.73587
1653,1654,2,1271.108407
1654,1179,7,1906.580397
1655,1337,3,746.414757
1656,1629,2,2752.956977
1657,1273,2,3299.223431
1658,1401,2,3705.019474
1659,1481,3,2452.257299
1660,1191,3,1702.194889
1661,1195,3,169.939797
1662,1274,2,6257.172188
1663,1527,2,2066.187392
1664,1559,3,208.786066
1665,1426,2,6307.615421
1666,1380,2,2297.869745
1667,1221,3,26.996205
1668,1672,3,1916.554396
1669,1412,3,1067.637585
1670,1398,3,3208.302106
1671,1518,3,299.219607
1672,1570,2,1367.831617
1673,1533,2,2275.249204
1674,1494,2,1202.641002
1675,1622,2,3636.555177
1676,1460,2,2231.027932
1677,1229,3,3751.183403
1678,1610,3,1722.69014
1679,1249,2,5768.125838
1680,1554,2,981.50771
1681,1617,2,5302.410907
1682,1535,2,3342.379971
1683,1609,2,1179.665205
1684,1207,2,300.440714
1685,1483,2,1037.317034
1686,1585,2,1053.312274
1687,1593,2,2667.79596
1688,1733,2,2716.695929
1689,1951,2,687.383269
1690,1842,2,2365.441928
1691,2072,2,1366.456053
1692,1718,2,2960.949244
1693,1781,2,2644.867036
1694,2138,2,1703.939663
1695,2122,2,511.753007
1696,2235,2,1020.188649
1697,1976,3,3237.953418
1698,1816,3,1498.431397
1699,1984,2,3303.098794
1700,2207,2,241.074385
1701,1787,2,1313.460883
1702,2074,2,4476.19091
1703,1786,2,1203.081714
1704,2033,2,976.676166
1705,1730,2,162.085819
1706,1919,2,3131.36632
1707,2211,3,786.410633
1708,2099,4,148.753162
1709,1945,4,70.27889
1710,1708,3,1279.120202
1711,2231,2,3468.100661
1712,1760,2,3324.416405
1713,2166,2,2261.658522
1714,2023,2,1273.559884
1715,1789,3,669.914502
1716,2027,3,148.887961
1717,2208,2,3877.942705
1718,1758,2,2616.141561
1719,2182,2,4455.863094
1720,2256,2,1384.562842
1721,1926,2,1003.013643
1722,1713,2,3803.835605
1723,2237,2,54.071885
1724,2141,4,1775.276945
1725,2179,2,2032.218637
1726,1859,3,979.016116
1727,2240,4,3945.744629
1728,2118,2,1367.934436
1729,1703,3,962.488994
1730,2144,2,3307.146085
1731,2224,2,3036.845845
1732,2155,4,609.810614
1733,1811,2,4619.612219
1734,2203,3,2350.00119
1735,1967,2,7.677773
1736,2190,4,777.486554
1737,1726,2,510.652323
1738,2075,3,228.127994
1739,2134,4,2352.181497
1740,1938,3,814.625073
1741,1742,2,115.586606
1742,2243,2,125.494448
1743,1736,3,1478.782651
1744,2229,4,517.674352
1745,1994,2,2799.743715
1746,1834,3,1166.268681
1747,1717,2,1539.270001
1748,2073,2,2073.256432
1749,2036,4,1888.76934
1750,2030,2,1609.272641
1751,1800,2,2354.456597
1752,1830,2,357.223693
1753,2058,2,3314.044701
1754,1900,2,1069.29664
1755,1878,3,1268.194785
1756,2165,2,161.915663
1757,2177,3,1760.573439
1758,2067,3,337.38636
1759,1863,2,2246.655758
1760,1920,2,1764.532462
1761,2236,4,846.157386
1762,1815,3,18.167975
1763,2031,2,2972.357053
1764,1849,2,1023.317457
1765,1785,5,28.429265
1766,1902,5,2771.806239
1767,2091,2,1442.25471
1768,2071,3,3694.96873
1769,1917,2,2709.812922
1770,1906,2,3720.73993
1771,1824,2,823.323693
1772,1715,2,3470.813912
1773,1739,5,1625.600166
1774,2227,4,59.263064
1775,1700,5,2716.504555
1776,2034,2,3521.036707
1777,1944,2,1282.729131
1778,2114,3,2443.974874
1779,1807,2,3005.302436
1780,1783,2,1618.056934
1781,2004,4,910.127026
1782,1688,2,4515.728589
1783,2001,2,4486.168947
1784,1794,2,3643.204235
1785,2158,2,3185.893248
1786,1937,2,2281.55574
1787,1877,2,4306.16197
1788,2069,2,435.286201
1789,2142,2,2529.187632
1790,1851,2,2185.710638
1791,2003,5,540.73175
1792,1923,5,1244.425251
1793,1802,2,4995.990271
1794,2228,2,1457.573836
1795,2198,2,15.516368
1796,2226,2,3812.731896
1797,2057,4,3262.256191
1798,2175,2,1123.679553
1799,1870,2,82.841129
1800,2233,3,1088.543866
1801,1796,7,241.2309
1802,1832,3,383.410836
1803,2188,7,2499.891924
1804,1776,2,3214.082326
1805,1910,7,4350.930224
1806,1999,2,884.037943
1807,1765,2,916.331274
1808,1954,7,848.983492
1809,2244,7,1353.965749
1810,1989,2,1847.664966
1811,1723,2,3609.553965
1812,1757,2,921.121485
1813,2113,2,3596.499981
1814,2212,7,3337.622693
1815,2032,5,1311.146035
1816,1810,7,1858.624456
1817,2093,2,287.305368
1818,1959,2,3372.171308
1819,1750,2,4228.004517
1820,1836,2,3042.022475
1821,2257,2,1213.793103
1822,2258,2,4921.646871
1823,1928,2,692.884782
1824,2011,2,270.218582
1825,2065,2,4653.916721
1826,1782,5,857.110302
1827,1857,2,31.682182
1828,1972,2,2600.381469
1829,1748,3,5304.165056
1830,1806,3,28.366159
1831,1790,2,3689.705966
1832,2139,2,628.331906
1833,1693,2,127.372681
1834,2172,3,397.969725
1835,1953,2,4327.944827
1836,2104,2,2989.581624
1837,1714,2,349.246485
1838,1705,2,2755.495612
1839,2192,2,2251.619052
1840,2196,2,1678.091907
1841,1771,3,1067.334231
1842,1856,2,5140.773806
1843,2045,3,2119.101104
1844,2219,3,203.202469
1845,2209,2,1008.59214
1846,1985,2,1093.425357
1847,1875,3,1399.914695
1848,1993,4,929.903122
1849,2070,3,1596.579581
1850,2191,2,1344.450465
1851,2149,3,309.336633
1852,2218,3,518.689262
1853,2214,2,2116.952881
1854,2097,2,296.36329
1855,2007,4,431.547446
1856,1927,4,357.550587
1857,1848,2,3069.476969
1858,1831,3,685.125764
1859,1744,3,1066.243116
1860,2168,2,1627.557276
1861,1897,4,2148.936681
1862,1769,2,357.17954
1863,2135,2,2842.649675
1864,1762,3,596.686895
1865,1983,4,4860.718829
1866,1805,2,4535.802861
1867,2189,2,2716.743411
1868,1896,2,2424.235063
1869,1957,4,261.084052
1870,2094,3,1410.234911
1871,2248,2,2368.554546
1872,1866,2,2088.766319
1873,2059,2,2240.922323
1874,2042,4,1574.315947
1875,2185,4,2828.255865
1876,1835,4,392.087621
1877,2013,4,845.790445
1878,1738,2,4846.968859
1879,1720,3,577.854026
1880,1747,2,1515.845297
1881,2171,2,3060.622521
1882,1855,2,357.161618
1883,2176,2,844.214312
1884,1793,3,1700.666776
1885,1850,3,1377.14726
1886,1828,2,1045.811654
1887,1990,2,781.002016
1888,1845,2,2992.487994
1889,2039,2,1121.69418
1890,1936,2,974.499119
1891,2026,2,1724.852513
1892,2105,2,5722.023797
1893,1904,2,1523.041044
1894,2245,2,1449.310497
1895,2221,2,3374.614867
1896,1751,3,986.385879
1897,2116,2,2813.205101
1898,2038,2,1275.856206
1899,1986,2,1225.668596
1900,2061,2,2299.400884
1901,1943,3,3503.880276
1902,2028,3,3011.688067
1903,2110,3,2736.140419
1904,2220,2,2613.176481
1905,1979,2,633.816756
1906,1890,3,942.587366
1907,2047,2,2378.887102
1908,1865,2,292.311336
1909,1770,2,2607.562841
1910,1873,2,1071.515954
1911,1991,5,1345.68003
1912,2040,2,860.451303
1913,2137,2,2673.816618
1914,1821,5,2453.189488
1915,1839,5,804.454553
1916,2095,2,3558.439882
1917,1737,2,549.347767
1918,1916,3,3520.819322
1919,1774,2,4210.871432
1920,1837,2,1506.086842
1921,1755,5,3080.281852
1922,1712,4,554.065046
1923,2035,2,310.966192
1924,1881,2,4004.594879
1925,2076,3,3703.42533
1926,2223,3,1864.339967
1927,2162,3,1372.167163
1928,1722,2,1076.296741
1929,2232,2,1004.954036
1930,1977,2,1656.41499
1931,1909,2,790.642677
1932,2078,5,606.217787
1933,1844,2,1661.97001
1934,1778,2,1939.968632
1935,2056,2,1113.757885
1936,1775,2,1510.627783
1937,2151,2,2365.672951
1938,2153,3,2715.664366
1939,1908,5,4370.333123
1940,2133,2,3002.088236
1941,2055,2,2587.568311
1942,2100,2,6102.14923
1943,1696,2,417.089583
1944,2197,2,3740.43435
1945,2239,4,3471.634001
1946,2184,2,295.492102
1947,1915,2,2902.631317
1948,2148,2,467.155605
1949,1707,2,551.027368
1950,1948,4,1188.285413
1951,2015,2,1308.203512
1952,1891,2,943.48819
1953,1903,2,1539.064712
1954,1887,2,3847.10924
1955,2164,2,2754.190207
1956,1874,2,3876.002172
1957,1868,2,3097.468167
1958,2043,2,2623.384847
1959,2080,2,2904.319979
1960,2008,4,1692.177233
1961,1932,2,1814.211824
1962,1905,2,1095.14114
1963,1966,2,4284.576414
1964,2126,2,2520.330568
1965,1838,4,895.246855
1966,1840,2,362.720204
1967,2041,2,4068.323977
1968,1988,2,4210.871744
1969,1753,3,3301.533217
1970,1792,2,3383.009679
1971,1827,2,300.179607
1972,1820,3,4576.992393
1973,2002,2,3138.68884
1974,1962,2,1640.183357
1975,1823,2,41.688092
1976,1759,2,3077.622592
1977,1913,2,5836.245936
1978,1955,2,6708.746478
1979,1741,2,2299.48957
1980,2009,2,1663.18337
1981,1886,2,261.101658
1982,2077,2,2777.239204
1983,1784,4,439.771032
1984,1968,2,2553.286509
1985,2025,2,49.321268
1986,1911,2,1368.383179
1987,2222,2,2315.887339
1988,1922,2,1894.833364
1989,1735,2,3036.979145
1990,2052,2,2292.523077
1991,1895,2,2683.874774
1992,1930,2,346.71122
1993,1941,2,3614.655636
1994,1749,2,2595.185513
1995,2174,2,338.868345
1996,1964,2,433.921057
1997,2103,2,3015.60292
1998,2238,2,544.442944
1999,1756,2,2998.417668
2000,1858,3,1162.055335
2001,2087,2,2980.604567
2002,2234,2,2072.271997
2003,1846,2,2019.57561
2004,1867,2,3076.237477
2005,1817,2,528.185621
2006,1761,2,4408.178703
2007,2205,2,2745.06743
2008,1764,3,1261.507829
2009,2089,2,672.117661
2010,2210,2,7250.448289
2011,2108,2,1798.603322
2012,1853,3,685.97961
2013,2083,3,1662.968657
2014,2173,2,3501.501311
2015,1914,2,1117.903277
2016,1885,2,403.705573
2017,1754,2,27.488602
2018,1734,4,25.234295
2019,1822,2,4876.545557
2020,2215,2,3192.121643
2021,1702,2,1117.012533
2022,1798,2,6237.642634
2023,1852,2,1972.216808
2024,2123,4,169.71064
2025,1847,2,1337.291414
2026,1779,2,2696.963337
2027,1743,2,1311.234998
2028,1898,2,2243.275002
2029,1889,2,1567.925389
2030,2140,2,2424.875291
2031,1767,2,2679.473266
2032,2193,2,2195.498917
2033,1698,2,1871.188933
2034,1871,2,715.798659
2035,1894,3,2272.346766
2036,2062,2,4489.37084
2037,1710,2,2543.246846
2038,2167,2,3827.79936
2039,2006,2,5017.50995
2040,2130,2,2435.691687
2041,1925,3,2926.232281
2042,1773,4,808.637922
2043,1721,2,3009.199838
2044,1901,2,4064.992076
2045,1725,3,1624.262929
2046,2127,2,790.1652
2047,1711,2,4905.32207
2048,1997,2,3124.597153
2049,1862,2,2926.636976
2050,2147,2,1684.597762
2051,2253,3,615.155417
2052,2050,2,3257.220781
2053,2216,2,3148.019016
2054,2261,4,742.492351
2055,2115,4,1545.002813
2056,2200,4,109.046546
2057,1695,2,3019.264052
2058,1883,2,1015.30812
2059,1745,2,6386.22543
2060,2086,2,1428.548452
2061,1971,2,3731.953192
2062,1929,2,776.314066
2063,1992,2,1254.435585
2064,1998,2,1542.847227
2065,1921,2,2494.499009
2066,2183,2,2515.33299
2067,1965,3,7471.948778
2068,1978,2,2144.928805
2069,1692,4,648.896359
2070,2037,4,264.017845
2071,2201,2,5397.201579
2072,2225,2,4301.526837
2073,1732,4,1268.864409
2074,1801,2,4898.196634
2075,1740,2,190.274698
2076,2150,2,1352.449882
2077,1980,2,2647.310804
2078,2260,2,784.453665
2079,2250,4,2474.444783
2080,2152,3,2416.401475
2081,2000,2,2103.150237
2082,1981,2,2256.981804
2083,2121,6,688.878654
2084,1808,2,3077.299829
2085,2024,3,2779.194557
2086,2156,3,238.552488
2087,1706,3,376.506023
2088,2112,2,960.720802
2089,1825,3,2517.749556
2090,1931,2,2692.862245
2091,1833,3,30.650619
2092,2019,2,972.635128
2093,1899,2,2978.806056
2094,2128,2,4465.204264
2095,2098,2,2337.898023
2096,2247,2,1816.962502
2097,2170,2,4298.073794
2098,2199,2,305.668899
2099,2085,2,3768.044256
2100,1701,2,3825.351163
2101,2051,2,54.452907
2102,2187,3,5629.380351
2103,2178,3,373.51087
2104,2252,3,3291.58
2105,1987,2,5144.430058
2106,1880,3,965.025205
2107,1933,2,279.170283
2108,1888,2,1876.563052
2109,2079,2,4473.774884
2110,2090,2,5074.848128
2111,1814,2,4416.38567
2112,1704,2,2731.774096
2113,1879,2,2110.068685
2114,2249,2,2242.252841
2115,1969,3,2568.365909
2116,2082,2,3459.287767
2117,1864,2,2087.942336
2118,2163,2,1498.062344
2119,2092,3,60.890027
2120,2145,2,2049.14003
2121,1746,3,677.760976
2122,1694,2,2821.932959
2123,1861,2,2318.465025
2124,2012,3,1179.583952
2125,2109,2,3061.657185
2126,2217,2,601.987672
2127,2202,2,1484.006127
2128,1719,2,2743.387886
2129,1763,2,3360.137731
2130,2246,3,94.882593
2131,1946,2,277.423308
2132,1876,2,6272.46396
2133,2048,3,2481.446154
2134,1731,3,3612.155909
2135,2102,3,191.605786
2136,1818,3,1425.152609
2137,1958,2,3586.847253
2138,2120,2,4629.515637
2139,1772,2,414.190432
2140,2160,2,5201.857674
2141,1982,3,3425.745017
2142,1788,2,2268.198436
2143,2053,2,4667.465684
2144,2081,2,2938.651763
2145,2186,2,4644.192018
2146,2060,4,1983.496427
2147,1791,2,262.443722
2148,1766,3,2281.862147
2149,1841,5,212.400972
2150,1819,3,281.557954
2151,2064,2,2102.603614
2152,1892,3,1353.263012
2153,2119,3,866.578116
2154,1799,2,424.449677
2155,2088,3,2513.114393
2156,1869,2,1701.213383
2157,2206,2,2808.544499
2158,1942,2,1740.957034
2159,2159,3,584.700256
2160,2180,2,5132.658346
2161,2195,5,3315.030998
2162,2254,2,1611.812984
2163,1973,2,3879.625879
2164,2066,2,426.165002
2165,1691,2,4023.36789
2166,1826,3,423.244934
2167,1940,7,2854.195946
2168,2124,2,1161.918739
2169,2101,3,3862.76619
2170,1699,3,2181.187606
2171,2111,2,1238.744323
2172,2154,7,1355.526921
2173,1882,4,1306.410929
2174,1812,2,1418.044347
2175,1918,2,1736.998786
2176,2014,3,1189.720739
2177,2054,3,2782.818361
2178,2106,2,4313.860048
2179,1780,2,1138.942345
2180,1934,3,321.059209
