OBJECTID_1,RASTERVALU,SPMT,SPMT(1),SPMT(2)
2426,10,Siliceous heavy (3),3,3
2429,10,Siliceous heavy (3),3,3
2430,10,Siliceous heavy (3),3,3
2431,10,Siliceous heavy (3),3,3
2434,10,Siliceous heavy (3),3,3
2437,10,Siliceous heavy (3),3,3
2438,10,Siliceous heavy (3),3,3
2442,10,Siliceous heavy (3),3,3
2447,10,Siliceous heavy (3),3,3
2455,10,Siliceous heavy (3),3,3
2458,10,Siliceous heavy (3),3,3
2459,10,Siliceous heavy (3),3,3
2467,10,Siliceous heavy (3),3,3
2477,10,Siliceous heavy (3),3,3
2490,10,Siliceous heavy (3),3,3
2493,10,Siliceous heavy (3),3,3
2494,10,Siliceous heavy (3),3,3
2496,10,Siliceous heavy (3),3,3
2512,10,Siliceous heavy (3),3,3
2515,10,Siliceous heavy (3),3,3
2517,10,Siliceous heavy (3),3,3
2519,10,Siliceous heavy (3),3,3
2524,10,Siliceous heavy (3),3,3
2528,10,Siliceous heavy (3),3,3
2532,10,Siliceous heavy (3),3,3
2538,10,Siliceous heavy (3),3,3
2541,10,Siliceous heavy (3),3,3
2545,10,Siliceous heavy (3),3,3
2546,10,Siliceous heavy (3),3,3
2550,10,Siliceous heavy (3),3,3
2554,10,Siliceous heavy (3),3,3
2567,10,Siliceous heavy (3),3,3
2568,10,Siliceous heavy (3),3,3
2570,10,Siliceous heavy (3),3,3
2581,10,Siliceous heavy (3),3,3
2582,10,Siliceous heavy (3),3,3
2585,10,Siliceous heavy (3),3,3
2596,10,Siliceous heavy (3),3,3
2601,10,Siliceous heavy (3),3,3
2604,10,Siliceous heavy (3),3,3
2605,10,Siliceous heavy (3),3,3
2616,10,Siliceous heavy (3),3,3
2625,10,Siliceous heavy (3),3,3
2653,10,Siliceous heavy (3),3,3
2654,10,Siliceous heavy (3),3,3
2656,10,Siliceous heavy (3),3,3
2658,10,Siliceous heavy (3),3,3
2660,10,Siliceous heavy (3),3,3
2670,10,Siliceous heavy (3),3,3
2672,10,Siliceous heavy (3),3,3
2679,10,Siliceous heavy (3),3,3
2681,10,Siliceous heavy (3),3,3
2682,10,Siliceous heavy (3),3,3
2683,10,Siliceous heavy (3),3,3
2686,10,Siliceous heavy (3),3,3
2688,10,Siliceous heavy (3),3,3
2701,10,Siliceous heavy (3),3,3
2703,10,Siliceous heavy (3),3,3
2705,10,Siliceous heavy (3),3,3
2708,10,Siliceous heavy (3),3,3
2709,10,Siliceous heavy (3),3,3
2710,10,Siliceous heavy (3),3,3
2714,10,Siliceous heavy (3),3,3
2715,10,Siliceous heavy (3),3,3
2720,10,Siliceous heavy (3),3,3
2721,10,Siliceous heavy (3),3,3
2722,10,Siliceous heavy (3),3,3
2723,10,Siliceous heavy (3),3,3
2726,10,Siliceous heavy (3),3,3
2733,10,Siliceous heavy (3),3,3
2737,10,Siliceous heavy (3),3,3
2738,10,Siliceous heavy (3),3,3
2740,10,Siliceous heavy (3),3,3
45,11,Siliceous heavy (3),3+4,2+3+4
66,11,Siliceous heavy (3),3+4,2+3+4
98,11,Siliceous heavy (3),3+4,2+3+4
624,11,Siliceous heavy (3),3+4,2+3+4
691,11,Siliceous heavy (3),3+4,2+3+4
695,11,Siliceous heavy (3),3+4,2+3+4
720,11,Siliceous heavy (3),3+4,2+3+4
759,11,Siliceous heavy (3),3+4,2+3+4
1185,11,Siliceous heavy (3),3+4,2+3+4
1399,11,Siliceous heavy (3),3+4,2+3+4
1781,11,Siliceous heavy (3),3+4,2+3+4
1832,11,Siliceous heavy (3),3+4,2+3+4
2122,11,Siliceous heavy (3),3+4,2+3+4
2574,11,Siliceous heavy (3),3+4,2+3+4
71,12,Intermediate loamy (4),3+4,2+3+4+5+6
244,12,Intermediate loamy (4),3+4,2+3+4+5+6
298,12,Intermediate loamy (4),3+4,2+3+4+5+6
398,12,Intermediate loamy (4),3+4,2+3+4+5+6
478,12,Intermediate loamy (4),3+4,2+3+4+5+6
480,12,Intermediate loamy (4),3+4,2+3+4+5+6
770,12,Intermediate loamy (4),3+4,2+3+4+5+6
960,12,Intermediate loamy (4),3+4,2+3+4+5+6
966,12,Intermediate loamy (4),3+4,2+3+4+5+6
1192,12,Intermediate loamy (4),3+4,2+3+4+5+6
1363,12,Intermediate loamy (4),3+4,2+3+4+5+6
1673,12,Intermediate loamy (4),3+4,2+3+4+5+6
2048,12,Intermediate loamy (4),3+4,2+3+4+5+6
2295,12,Intermediate loamy (4),3+4,2+3+4+5+6
2306,12,Intermediate loamy (4),3+4,2+3+4+5+6
2637,12,Intermediate loamy (4),3+4,2+3+4+5+6
2689,12,Intermediate loamy (4),3+4,2+3+4+5+6
2748,12,Intermediate loamy (4),3+4,2+3+4+5+6
5,13,Intermediate loamy (4),3+4,3+4
18,13,Intermediate loamy (4),3+4,3+4
68,13,Intermediate loamy (4),3+4,3+4
178,13,Intermediate loamy (4),3+4,3+4
214,13,Intermediate loamy (4),3+4,3+4
228,13,Intermediate loamy (4),3+4,3+4
269,13,Intermediate loamy (4),3+4,3+4
304,13,Intermediate loamy (4),3+4,3+4
520,13,Intermediate loamy (4),3+4,3+4
560,13,Intermediate loamy (4),3+4,3+4
620,13,Intermediate loamy (4),3+4,3+4
647,13,Intermediate loamy (4),3+4,3+4
658,13,Intermediate loamy (4),3+4,3+4
661,13,Intermediate loamy (4),3+4,3+4
673,13,Intermediate loamy (4),3+4,3+4
698,13,Intermediate loamy (4),3+4,3+4
712,13,Intermediate loamy (4),3+4,3+4
726,13,Intermediate loamy (4),3+4,3+4
744,13,Intermediate loamy (4),3+4,3+4
752,13,Intermediate loamy (4),3+4,3+4
763,13,Intermediate loamy (4),3+4,3+4
772,13,Intermediate loamy (4),3+4,3+4
779,13,Intermediate loamy (4),3+4,3+4
826,13,Intermediate loamy (4),3+4,3+4
831,13,Intermediate loamy (4),3+4,3+4
836,13,Intermediate loamy (4),3+4,3+4
908,13,Intermediate loamy (4),3+4,3+4
915,13,Intermediate loamy (4),3+4,3+4
1024,13,Intermediate loamy (4),3+4,3+4
1031,13,Intermediate loamy (4),3+4,3+4
1041,13,Intermediate loamy (4),3+4,3+4
1047,13,Intermediate loamy (4),3+4,3+4
1054,13,Intermediate loamy (4),3+4,3+4
1063,13,Intermediate loamy (4),3+4,3+4
1117,13,Intermediate loamy (4),3+4,3+4
1160,13,Intermediate loamy (4),3+4,3+4
1167,13,Intermediate loamy (4),3+4,3+4
1174,13,Intermediate loamy (4),3+4,3+4
1239,13,Intermediate loamy (4),3+4,3+4
1259,13,Intermediate loamy (4),3+4,3+4
1279,13,Intermediate loamy (4),3+4,3+4
1355,13,Intermediate loamy (4),3+4,3+4
1402,13,Intermediate loamy (4),3+4,3+4
1443,13,Intermediate loamy (4),3+4,3+4
1466,13,Intermediate loamy (4),3+4,3+4
1544,13,Intermediate loamy (4),3+4,3+4
1556,13,Intermediate loamy (4),3+4,3+4
1647,13,Intermediate loamy (4),3+4,3+4
1682,13,Intermediate loamy (4),3+4,3+4
1685,13,Intermediate loamy (4),3+4,3+4
1693,13,Intermediate loamy (4),3+4,3+4
1810,13,Intermediate loamy (4),3+4,3+4
1819,13,Intermediate loamy (4),3+4,3+4
1928,13,Intermediate loamy (4),3+4,3+4
1999,13,Intermediate loamy (4),3+4,3+4
2003,13,Intermediate loamy (4),3+4,3+4
2069,13,Intermediate loamy (4),3+4,3+4
2091,13,Intermediate loamy (4),3+4,3+4
2093,13,Intermediate loamy (4),3+4,3+4
2175,13,Intermediate loamy (4),3+4,3+4
2198,13,Intermediate loamy (4),3+4,3+4
2318,13,Intermediate loamy (4),3+4,3+4
2327,13,Intermediate loamy (4),3+4,3+4
2373,13,Intermediate loamy (4),3+4,3+4
2397,13,Intermediate loamy (4),3+4,3+4
2449,13,Intermediate loamy (4),3+4,3+4
2470,13,Intermediate loamy (4),3+4,3+4
2492,13,Intermediate loamy (4),3+4,3+4
2511,13,Intermediate loamy (4),3+4,3+4
2559,13,Intermediate loamy (4),3+4,3+4
2595,13,Intermediate loamy (4),3+4,3+4
2613,13,Intermediate loamy (4),3+4,3+4
2661,13,Intermediate loamy (4),3+4,3+4
118,14,Siliceous heavy (3),3+4,3+4
207,14,Siliceous heavy (3),3+4,3+4
381,14,Siliceous heavy (3),3+4,3+4
444,14,Siliceous heavy (3),3+4,3+4
563,14,Siliceous heavy (3),3+4,3+4
1139,14,Siliceous heavy (3),3+4,3+4
1218,14,Siliceous heavy (3),3+4,3+4
1440,14,Siliceous heavy (3),3+4,3+4
1575,14,Siliceous heavy (3),3+4,3+4
1653,14,Siliceous heavy (3),3+4,3+4
1765,14,Siliceous heavy (3),3+4,3+4
1806,14,Siliceous heavy (3),3+4,3+4
2590,14,Siliceous heavy (3),3+4,3+4
2739,14,Siliceous heavy (3),3+4,3+4
527,15,Intermediate loamy (4),3+4,3+4+5
539,15,Intermediate loamy (4),3+4,3+4+5
669,15,Intermediate loamy (4),3+4,3+4+5
863,15,Intermediate loamy (4),3+4,3+4+5
973,15,Intermediate loamy (4),3+4,3+4+5
1087,15,Intermediate loamy (4),3+4,3+4+5
1413,15,Intermediate loamy (4),3+4,3+4+5
1453,15,Intermediate loamy (4),3+4,3+4+5
1491,15,Intermediate loamy (4),3+4,3+4+5
1506,15,Intermediate loamy (4),3+4,3+4+5
1827,15,Intermediate loamy (4),3+4,3+4+5
1947,15,Intermediate loamy (4),3+4,3+4+5
2334,15,Intermediate loamy (4),3+4,3+4+5
2352,15,Intermediate loamy (4),3+4,3+4+5
2461,15,Intermediate loamy (4),3+4,3+4+5
3,16,Siliceous heavy (3),3+5,2+3+5
53,16,Siliceous heavy (3),3+5,2+3+5
309,16,Siliceous heavy (3),3+5,2+3+5
364,16,Siliceous heavy (3),3+5,2+3+5
648,16,Siliceous heavy (3),3+5,2+3+5
652,16,Siliceous heavy (3),3+5,2+3+5
660,16,Siliceous heavy (3),3+5,2+3+5
721,16,Siliceous heavy (3),3+5,2+3+5
783,16,Siliceous heavy (3),3+5,2+3+5
804,16,Siliceous heavy (3),3+5,2+3+5
975,16,Siliceous heavy (3),3+5,2+3+5
1006,16,Siliceous heavy (3),3+5,2+3+5
1154,16,Siliceous heavy (3),3+5,2+3+5
1294,16,Siliceous heavy (3),3+5,2+3+5
1488,16,Siliceous heavy (3),3+5,2+3+5
1602,16,Siliceous heavy (3),3+5,2+3+5
1671,16,Siliceous heavy (3),3+5,2+3+5
1964,16,Siliceous heavy (3),3+5,2+3+5
2026,16,Siliceous heavy (3),3+5,2+3+5
2448,16,Siliceous heavy (3),3+5,2+3+5
2464,16,Siliceous heavy (3),3+5,2+3+5
2471,16,Siliceous heavy (3),3+5,2+3+5
2635,16,Siliceous heavy (3),3+5,2+3+5
2699,16,Siliceous heavy (3),3+5,2+3+5
1712,18,Basic heavy (5),3+5,3+5
1886,18,Basic heavy (5),3+5,3+5
1979,18,Basic heavy (5),3+5,3+5
2375,18,Basic heavy (5),3+5,3+5
222,19,Siliceous heavy (3),3+5,3+5
314,19,Siliceous heavy (3),3+5,3+5
703,19,Siliceous heavy (3),3+5,3+5
740,19,Siliceous heavy (3),3+5,3+5
741,19,Siliceous heavy (3),3+5,3+5
745,19,Siliceous heavy (3),3+5,3+5
781,19,Siliceous heavy (3),3+5,3+5
1056,19,Siliceous heavy (3),3+5,3+5
1131,19,Siliceous heavy (3),3+5,3+5
1350,19,Siliceous heavy (3),3+5,3+5
1547,19,Siliceous heavy (3),3+5,3+5
1564,19,Siliceous heavy (3),3+5,3+5
1618,19,Siliceous heavy (3),3+5,3+5
1684,19,Siliceous heavy (3),3+5,3+5
1715,19,Siliceous heavy (3),3+5,3+5
1871,19,Siliceous heavy (3),3+5,3+5
2075,19,Siliceous heavy (3),3+5,3+5
2158,19,Siliceous heavy (3),3+5,3+5
2339,19,Siliceous heavy (3),3+5,3+5
2378,19,Siliceous heavy (3),3+5,3+5
2537,19,Siliceous heavy (3),3+5,3+5
2584,19,Siliceous heavy (3),3+5,3+5
2678,19,Siliceous heavy (3),3+5,3+5
43,20,Basic heavy (5),3+5,3+5+6
749,20,Basic heavy (5),3+5,3+5+6
824,20,Basic heavy (5),3+5,3+5+6
1585,20,Basic heavy (5),3+5,3+5+6
1965,20,Basic heavy (5),3+5,3+5+6
2010,20,Basic heavy (5),3+5,3+5+6
22,21,Intermediate loamy (4),4,4
114,21,Intermediate loamy (4),4,4
173,21,Intermediate loamy (4),4,4
231,21,Intermediate loamy (4),4,4
252,21,Intermediate loamy (4),4,4
267,21,Intermediate loamy (4),4,4
297,21,Intermediate loamy (4),4,4
357,21,Intermediate loamy (4),4,4
370,21,Intermediate loamy (4),4,4
428,21,Intermediate loamy (4),4,4
447,21,Intermediate loamy (4),4,4
460,21,Intermediate loamy (4),4,4
469,21,Intermediate loamy (4),4,4
522,21,Intermediate loamy (4),4,4
532,21,Intermediate loamy (4),4,4
545,21,Intermediate loamy (4),4,4
559,21,Intermediate loamy (4),4,4
645,21,Intermediate loamy (4),4,4
714,21,Intermediate loamy (4),4,4
725,21,Intermediate loamy (4),4,4
734,21,Intermediate loamy (4),4,4
761,21,Intermediate loamy (4),4,4
789,21,Intermediate loamy (4),4,4
801,21,Intermediate loamy (4),4,4
814,21,Intermediate loamy (4),4,4
820,21,Intermediate loamy (4),4,4
845,21,Intermediate loamy (4),4,4
849,21,Intermediate loamy (4),4,4
852,21,Intermediate loamy (4),4,4
859,21,Intermediate loamy (4),4,4
886,21,Intermediate loamy (4),4,4
896,21,Intermediate loamy (4),4,4
1077,21,Intermediate loamy (4),4,4
1093,21,Intermediate loamy (4),4,4
1126,21,Intermediate loamy (4),4,4
1137,21,Intermediate loamy (4),4,4
1161,21,Intermediate loamy (4),4,4
1234,21,Intermediate loamy (4),4,4
1257,21,Intermediate loamy (4),4,4
1266,21,Intermediate loamy (4),4,4
1271,21,Intermediate loamy (4),4,4
1331,21,Intermediate loamy (4),4,4
1377,21,Intermediate loamy (4),4,4
1406,21,Intermediate loamy (4),4,4
1433,21,Intermediate loamy (4),4,4
1446,21,Intermediate loamy (4),4,4
1492,21,Intermediate loamy (4),4,4
1541,21,Intermediate loamy (4),4,4
1557,21,Intermediate loamy (4),4,4
1562,21,Intermediate loamy (4),4,4
1563,21,Intermediate loamy (4),4,4
1643,21,Intermediate loamy (4),4,4
1678,21,Intermediate loamy (4),4,4
1680,21,Intermediate loamy (4),4,4
1737,21,Intermediate loamy (4),4,4
1771,21,Intermediate loamy (4),4,4
1772,21,Intermediate loamy (4),4,4
1794,21,Intermediate loamy (4),4,4
1811,21,Intermediate loamy (4),4,4
1837,21,Intermediate loamy (4),4,4
1888,21,Intermediate loamy (4),4,4
1906,21,Intermediate loamy (4),4,4
1910,21,Intermediate loamy (4),4,4
1931,21,Intermediate loamy (4),4,4
2014,21,Intermediate loamy (4),4,4
2058,21,Intermediate loamy (4),4,4
2079,21,Intermediate loamy (4),4,4
2082,21,Intermediate loamy (4),4,4
2092,21,Intermediate loamy (4),4,4
2109,21,Intermediate loamy (4),4,4
2135,21,Intermediate loamy (4),4,4
2141,21,Intermediate loamy (4),4,4
2145,21,Intermediate loamy (4),4,4
2202,21,Intermediate loamy (4),4,4
2228,21,Intermediate loamy (4),4,4
2243,21,Intermediate loamy (4),4,4
2270,21,Intermediate loamy (4),4,4
2333,21,Intermediate loamy (4),4,4
2364,21,Intermediate loamy (4),4,4
2365,21,Intermediate loamy (4),4,4
2384,21,Intermediate loamy (4),4,4
2404,21,Intermediate loamy (4),4,4
2411,21,Intermediate loamy (4),4,4
2423,21,Intermediate loamy (4),4,4
2476,21,Intermediate loamy (4),4,4
2630,21,Intermediate loamy (4),4,4
2633,21,Intermediate loamy (4),4,4
2651,21,Intermediate loamy (4),4,4
2685,21,Intermediate loamy (4),4,4
34,22,Intermediate loamy (4),4+5,2+3+4+5
1281,22,Intermediate loamy (4),4+5,2+3+4+5
2085,22,Intermediate loamy (4),4+5,2+3+4+5
2530,22,Intermediate loamy (4),4+5,2+3+4+5
42,23,Basic heavy (5),4+5,4+5
76,23,Basic heavy (5),4+5,4+5
102,23,Basic heavy (5),4+5,4+5
119,23,Basic heavy (5),4+5,4+5
282,23,Basic heavy (5),4+5,4+5
342,23,Basic heavy (5),4+5,4+5
349,23,Basic heavy (5),4+5,4+5
363,23,Basic heavy (5),4+5,4+5
405,23,Basic heavy (5),4+5,4+5
414,23,Basic heavy (5),4+5,4+5
438,23,Basic heavy (5),4+5,4+5
481,23,Basic heavy (5),4+5,4+5
490,23,Basic heavy (5),4+5,4+5
536,23,Basic heavy (5),4+5,4+5
650,23,Basic heavy (5),4+5,4+5
693,23,Basic heavy (5),4+5,4+5
705,23,Basic heavy (5),4+5,4+5
750,23,Basic heavy (5),4+5,4+5
799,23,Basic heavy (5),4+5,4+5
884,23,Basic heavy (5),4+5,4+5
933,23,Basic heavy (5),4+5,4+5
936,23,Basic heavy (5),4+5,4+5
962,23,Basic heavy (5),4+5,4+5
979,23,Basic heavy (5),4+5,4+5
1009,23,Basic heavy (5),4+5,4+5
1189,23,Basic heavy (5),4+5,4+5
1194,23,Basic heavy (5),4+5,4+5
1272,23,Basic heavy (5),4+5,4+5
1351,23,Basic heavy (5),4+5,4+5
1356,23,Basic heavy (5),4+5,4+5
1357,23,Basic heavy (5),4+5,4+5
1370,23,Basic heavy (5),4+5,4+5
1392,23,Basic heavy (5),4+5,4+5
1418,23,Basic heavy (5),4+5,4+5
1434,23,Basic heavy (5),4+5,4+5
1504,23,Basic heavy (5),4+5,4+5
1514,23,Basic heavy (5),4+5,4+5
1591,23,Basic heavy (5),4+5,4+5
1669,23,Basic heavy (5),4+5,4+5
1691,23,Basic heavy (5),4+5,4+5
1702,23,Basic heavy (5),4+5,4+5
1731,23,Basic heavy (5),4+5,4+5
1801,23,Basic heavy (5),4+5,4+5
1818,23,Basic heavy (5),4+5,4+5
1939,23,Basic heavy (5),4+5,4+5
2068,23,Basic heavy (5),4+5,4+5
2101,23,Basic heavy (5),4+5,4+5
2106,23,Basic heavy (5),4+5,4+5
2119,23,Basic heavy (5),4+5,4+5
2131,23,Basic heavy (5),4+5,4+5
2206,23,Basic heavy (5),4+5,4+5
2280,23,Basic heavy (5),4+5,4+5
2288,23,Basic heavy (5),4+5,4+5
2313,23,Basic heavy (5),4+5,4+5
2418,23,Basic heavy (5),4+5,4+5
2421,23,Basic heavy (5),4+5,4+5
2453,23,Basic heavy (5),4+5,4+5
2472,23,Basic heavy (5),4+5,4+5
2491,23,Basic heavy (5),4+5,4+5
2639,23,Basic heavy (5),4+5,4+5
2675,23,Basic heavy (5),4+5,4+5
2732,23,Basic heavy (5),4+5,4+5
69,24,Intermediate loamy (4),4+5,4+5
1335,24,Intermediate loamy (4),4+5,4+5
1500,24,Intermediate loamy (4),4+5,4+5
2344,24,Intermediate loamy (4),4+5,4+5
1268,25,Basic heavy (5),4+5,4+5+6
1639,25,Basic heavy (5),4+5,4+5+6
81,26,Basic heavy (5),5,5
92,26,Basic heavy (5),5,5
94,26,Basic heavy (5),5,5
109,26,Basic heavy (5),5,5
131,26,Basic heavy (5),5,5
132,26,Basic heavy (5),5,5
138,26,Basic heavy (5),5,5
177,26,Basic heavy (5),5,5
210,26,Basic heavy (5),5,5
220,26,Basic heavy (5),5,5
229,26,Basic heavy (5),5,5
235,26,Basic heavy (5),5,5
237,26,Basic heavy (5),5,5
243,26,Basic heavy (5),5,5
250,26,Basic heavy (5),5,5
256,26,Basic heavy (5),5,5
268,26,Basic heavy (5),5,5
271,26,Basic heavy (5),5,5
276,26,Basic heavy (5),5,5
312,26,Basic heavy (5),5,5
321,26,Basic heavy (5),5,5
323,26,Basic heavy (5),5,5
332,26,Basic heavy (5),5,5
373,26,Basic heavy (5),5,5
399,26,Basic heavy (5),5,5
423,26,Basic heavy (5),5,5
426,26,Basic heavy (5),5,5
461,26,Basic heavy (5),5,5
468,26,Basic heavy (5),5,5
482,26,Basic heavy (5),5,5
512,26,Basic heavy (5),5,5
523,26,Basic heavy (5),5,5
529,26,Basic heavy (5),5,5
549,26,Basic heavy (5),5,5
557,26,Basic heavy (5),5,5
573,26,Basic heavy (5),5,5
599,26,Basic heavy (5),5,5
619,26,Basic heavy (5),5,5
625,26,Basic heavy (5),5,5
640,26,Basic heavy (5),5,5
663,26,Basic heavy (5),5,5
665,26,Basic heavy (5),5,5
681,26,Basic heavy (5),5,5
686,26,Basic heavy (5),5,5
688,26,Basic heavy (5),5,5
706,26,Basic heavy (5),5,5
717,26,Basic heavy (5),5,5
737,26,Basic heavy (5),5,5
762,26,Basic heavy (5),5,5
788,26,Basic heavy (5),5,5
829,26,Basic heavy (5),5,5
833,26,Basic heavy (5),5,5
866,26,Basic heavy (5),5,5
898,26,Basic heavy (5),5,5
958,26,Basic heavy (5),5,5
984,26,Basic heavy (5),5,5
995,26,Basic heavy (5),5,5
1067,26,Basic heavy (5),5,5
1069,26,Basic heavy (5),5,5
1082,26,Basic heavy (5),5,5
1098,26,Basic heavy (5),5,5
1107,26,Basic heavy (5),5,5
1111,26,Basic heavy (5),5,5
1114,26,Basic heavy (5),5,5
1119,26,Basic heavy (5),5,5
1199,26,Basic heavy (5),5,5
1214,26,Basic heavy (5),5,5
1229,26,Basic heavy (5),5,5
1232,26,Basic heavy (5),5,5
1296,26,Basic heavy (5),5,5
1299,26,Basic heavy (5),5,5
1303,26,Basic heavy (5),5,5
1315,26,Basic heavy (5),5,5
1321,26,Basic heavy (5),5,5
1322,26,Basic heavy (5),5,5
1360,26,Basic heavy (5),5,5
1385,26,Basic heavy (5),5,5
1462,26,Basic heavy (5),5,5
1508,26,Basic heavy (5),5,5
1534,26,Basic heavy (5),5,5
1540,26,Basic heavy (5),5,5
1548,26,Basic heavy (5),5,5
1578,26,Basic heavy (5),5,5
1594,26,Basic heavy (5),5,5
1595,26,Basic heavy (5),5,5
1596,26,Basic heavy (5),5,5
1610,26,Basic heavy (5),5,5
1612,26,Basic heavy (5),5,5
1621,26,Basic heavy (5),5,5
1630,26,Basic heavy (5),5,5
1650,26,Basic heavy (5),5,5
1659,26,Basic heavy (5),5,5
1662,26,Basic heavy (5),5,5
1677,26,Basic heavy (5),5,5
1683,26,Basic heavy (5),5,5
1700,26,Basic heavy (5),5,5
1725,26,Basic heavy (5),5,5
1740,26,Basic heavy (5),5,5
1761,26,Basic heavy (5),5,5
1764,26,Basic heavy (5),5,5
1767,26,Basic heavy (5),5,5
1785,26,Basic heavy (5),5,5
1814,26,Basic heavy (5),5,5
1899,26,Basic heavy (5),5,5
1901,26,Basic heavy (5),5,5
1941,26,Basic heavy (5),5,5
1981,26,Basic heavy (5),5,5
1992,26,Basic heavy (5),5,5
1998,26,Basic heavy (5),5,5
2006,26,Basic heavy (5),5,5
2016,26,Basic heavy (5),5,5
2050,26,Basic heavy (5),5,5
2062,26,Basic heavy (5),5,5
2086,26,Basic heavy (5),5,5
2111,26,Basic heavy (5),5,5
2140,26,Basic heavy (5),5,5
2152,26,Basic heavy (5),5,5
2170,26,Basic heavy (5),5,5
2201,26,Basic heavy (5),5,5
2205,26,Basic heavy (5),5,5
2211,26,Basic heavy (5),5,5
2213,26,Basic heavy (5),5,5
2216,26,Basic heavy (5),5,5
2225,26,Basic heavy (5),5,5
2236,26,Basic heavy (5),5,5
2284,26,Basic heavy (5),5,5
2315,26,Basic heavy (5),5,5
2358,26,Basic heavy (5),5,5
2377,26,Basic heavy (5),5,5
2387,26,Basic heavy (5),5,5
2407,26,Basic heavy (5),5,5
2424,26,Basic heavy (5),5,5
2457,26,Basic heavy (5),5,5
2460,26,Basic heavy (5),5,5
2473,26,Basic heavy (5),5,5
2505,26,Basic heavy (5),5,5
2548,26,Basic heavy (5),5,5
2549,26,Basic heavy (5),5,5
2564,26,Basic heavy (5),5,5
2575,26,Basic heavy (5),5,5
2589,26,Basic heavy (5),5,5
2593,26,Basic heavy (5),5,5
2611,26,Basic heavy (5),5,5
2624,26,Basic heavy (5),5,5
2673,26,Basic heavy (5),5,5
2697,26,Basic heavy (5),5,5
2717,26,Basic heavy (5),5,5
163,27,Basic heavy (5),5+6,4+5+6
225,27,Basic heavy (5),5+6,4+5+6
239,27,Basic heavy (5),5+6,4+5+6
334,27,Basic heavy (5),5+6,4+5+6
498,27,Basic heavy (5),5+6,4+5+6
593,27,Basic heavy (5),5+6,4+5+6
611,27,Basic heavy (5),5+6,4+5+6
656,27,Basic heavy (5),5+6,4+5+6
907,27,Basic heavy (5),5+6,4+5+6
1023,27,Basic heavy (5),5+6,4+5+6
1060,27,Basic heavy (5),5+6,4+5+6
1085,27,Basic heavy (5),5+6,4+5+6
1146,27,Basic heavy (5),5+6,4+5+6
1155,27,Basic heavy (5),5+6,4+5+6
1164,27,Basic heavy (5),5+6,4+5+6
1320,27,Basic heavy (5),5+6,4+5+6
1820,27,Basic heavy (5),5+6,4+5+6
1840,27,Basic heavy (5),5+6,4+5+6
1874,27,Basic heavy (5),5+6,4+5+6
1922,27,Basic heavy (5),5+6,4+5+6
2025,27,Basic heavy (5),5+6,4+5+6
2077,27,Basic heavy (5),5+6,4+5+6
2167,27,Basic heavy (5),5+6,4+5+6
2321,27,Basic heavy (5),5+6,4+5+6
2439,27,Basic heavy (5),5+6,4+5+6
2450,27,Basic heavy (5),5+6,4+5+6
2623,27,Basic heavy (5),5+6,4+5+6
322,28,Basic heavy (5),5+6,5+6
355,28,Basic heavy (5),5+6,5+6
519,28,Basic heavy (5),5+6,5+6
569,28,Basic heavy (5),5+6,5+6
662,28,Basic heavy (5),5+6,5+6
709,28,Basic heavy (5),5+6,5+6
739,28,Basic heavy (5),5+6,5+6
916,28,Basic heavy (5),5+6,5+6
919,28,Basic heavy (5),5+6,5+6
939,28,Basic heavy (5),5+6,5+6
997,28,Basic heavy (5),5+6,5+6
1193,28,Basic heavy (5),5+6,5+6
1216,28,Basic heavy (5),5+6,5+6
1238,28,Basic heavy (5),5+6,5+6
1252,28,Basic heavy (5),5+6,5+6
1255,28,Basic heavy (5),5+6,5+6
1441,28,Basic heavy (5),5+6,5+6
1483,28,Basic heavy (5),5+6,5+6
1593,28,Basic heavy (5),5+6,5+6
1616,28,Basic heavy (5),5+6,5+6
1648,28,Basic heavy (5),5+6,5+6
1792,28,Basic heavy (5),5+6,5+6
1909,28,Basic heavy (5),5+6,5+6
1986,28,Basic heavy (5),5+6,5+6
2210,28,Basic heavy (5),5+6,5+6
2267,28,Basic heavy (5),5+6,5+6
2319,28,Basic heavy (5),5+6,5+6
2328,28,Basic heavy (5),5+6,5+6
2366,28,Basic heavy (5),5+6,5+6
2389,28,Basic heavy (5),5+6,5+6
2394,28,Basic heavy (5),5+6,5+6
2432,28,Basic heavy (5),5+6,5+6
2687,28,Basic heavy (5),5+6,5+6
14,29,Basic very heavy (6),5+6,5+6
16,29,Basic very heavy (6),5+6,5+6
248,29,Basic very heavy (6),5+6,5+6
293,29,Basic very heavy (6),5+6,5+6
295,29,Basic very heavy (6),5+6,5+6
320,29,Basic very heavy (6),5+6,5+6
507,29,Basic very heavy (6),5+6,5+6
838,29,Basic very heavy (6),5+6,5+6
1775,29,Basic very heavy (6),5+6,5+6
1793,29,Basic very heavy (6),5+6,5+6
1850,29,Basic very heavy (6),5+6,5+6
1952,29,Basic very heavy (6),5+6,5+6
2586,29,Basic very heavy (6),5+6,5+6
1391,30,Basic heavy (5),5+7,5+7
1553,30,Basic heavy (5),5+7,5+7
1637,30,Basic heavy (5),5+7,5+7
1780,30,Basic heavy (5),5+7,5+7
2551,30,Basic heavy (5),5+7,5+7
227,31,Basic very heavy (6),6,6
575,31,Basic very heavy (6),6,6
694,31,Basic very heavy (6),6,6
800,31,Basic very heavy (6),6,6
862,31,Basic very heavy (6),6,6
